"person_id","name","ocupation","number_of_movies","total_box_office"
nm0000755,Lindsay Anderson,director,1,1338198.0
nm0000756,Loni Anderson,actress,1,27100028
nm0000758,Melody Anderson,actress,1,11949484
nm0000759,Paul Thomas Anderson,director,2,123938136
nm0000767,Jean-Hugues Anglade,actor,1,2003822.0
nm0000770,David Anspaugh,director,3,37732096
nm0000771,Lysette Anthony,actress,2,11302201
nm0000775,Christina Applegate,actress,5,484148032
nm0000776,Michael Apted,director,5,639397056
nm0000778,Alfonso Arau,actor,1,39246736
nm0000780,Denys Arcand,director,2,14968023
nm0000782,Asia Argento,actress,2,324522528
nm0000787,Bess Armstrong,actress,1,5368865.0
nm0000792,Tom Arnold,actor,2,136583776
nm0000797,Hal Ashby,director,2,3183675.0
nm0000798,Linden Ashby,actor,1,70454096
nm0000799,Edward Asner,actor,1,3261638.0
nm0000800,Armand Assante,actor,3,66362232
nm0000808,Paul Auster,director,1,1268636.0
nm0000809,Daniel Auteuil,actor,3,22830044
nm0000811,Frankie Avalon,actor,1,13110903
nm0000812,Roger Avary,director,1,11819244
nm0000814,John G. Avildsen,director,4,203481280
nm0000816,Jon Avnet,director,2,49521940
nm0000816,Jon Avnet,producer,3,120365376
nm0000821,Amitabh Bachchan,actor,4,122789440
nm0000824,John Badham,director,4,185524352
nm0000832,Diane Baker,actress,1,50727964
nm0000833,Joe Don Baker,actor,3,56301436
nm0000834,Kathy Baker,actress,5,99609296
nm0000836,Scott Bakula,actor,1,13294422
nm0000837,Bob Balaban,actor,3,145152256
nm0000837,Bob Balaban,director,1,870532.0
nm0000838,Daniel Baldwin,actor,1,16796512
nm0000841,Michael Ballhaus,director,1,10090429
nm0000842,Martin Balsam,actor,1,17768900
nm0000843,Anne Bancroft,actress,7,111198288
nm0000849,Javier Bardem,actor,5,1312009344
nm0000850,Clive Barker,director,2,27858448
nm0000855,Raymond J. Barry,actor,2,109365328
nm0000860,Paul Bartel,director,1,2156471.0
nm0000862,Robin Bartlett,actress,1,84919400
nm0000863,Billy Barty,actor,1,17336370
nm0000864,Mikhail Baryshnikov,actor,2,43351264
nm0000867,Jason Bateman,actor,13,2249158144
nm0000868,Justine Bateman,actress,1,8253123.0
nm0000869,Alan Bates,actor,1,1432687.0
nm0000870,Kathy Bates,actress,8,753550976
nm0000871,Randall Batinkoff,actor,1,17514552
nm0000873,Belinda Bauer,actress,1,1730337.0
nm0000874,Steven Bauer,actor,2,41278008
nm0000881,Michael Bay,director,8,4383651840
nm0000881,Michael Bay,producer,12,1819678848
nm0000882,Nathalie Baye,actress,1,805472.0
nm0000884,Jennifer Beals,actress,2,33092524
nm0000885,Ned Beatty,actor,5,1093579392
nm0000886,Warren Beatty,actor,3,128486200
nm0000887,Harold Becker,director,3,73297704
nm0000888,Meret Becker,actress,1,50447784
nm0000889,Bonnie Bedelia,actress,5,216033664
nm0000892,Jason Beghe,actor,1,5344577.0
nm0000893,Ed Begley Jr.,actor,2,22548292
nm0000894,Jean-Jacques Beineix,director,1,2003822.0
nm0000897,Ralph Bellamy,actor,1,4764606.0
nm0000899,Monica Bellucci,actress,7,885391424
nm0000902,Jim Belushi,actor,9,318320992
nm0000905,Roberto Benigni,actor,2,26895692
nm0000906,Annette Bening,actress,9,574846656
nm0000907,Richard Benjamin,director,3,53086720
nm0000914,Robert Benton,director,2,28623900
nm0000915,Bruce Beresford,director,3,303133888
nm0000916,Peter Berg,director,5,407961984
nm0000916,Peter Berg,producer,3,120519728
nm0000919,Senta Berger,actress,1,28036020
nm0000921,Andrew Bergman,director,1,3003296.0
nm0000922,Sandahl Bergman,actress,2,7084791.0
nm0000925,Steven Berkoff,actor,3,172040336
nm0000929,Corbin Bernsen,actor,3,77940096
nm0000932,Halle Berry,actress,11,1630079616
nm0000933,Valerie Bertinelli,actress,1,410952.0
nm0000934,Bernardo Bertolucci,director,2,59105396
nm0000941,Kathryn Bigelow,director,5,216993904
nm0000944,Antonia Bird,director,1,15453274
nm0000947,Karen Black,actress,1,4884663.0
nm0000948,Shane Black,director,3,1438141568
nm0000949,Cate Blanchett,actress,17,4527124480
nm0000950,Brenda Blethyn,actress,4,283575424
nm0000952,Hart Bochner,actor,2,62206288
nm0000954,Jon Bon Jovi,actor,1,127666416
nm0000956,Lisa Bonet,actress,1,17185632
nm0000957,Jan de Bont,director,2,337410368
nm0000957,Jan de Bont,producer,1,358372928
nm0000958,John Boorman,director,2,15771230
nm0000959,Powers Boothe,actor,2,24989608
nm0000961,Timothy Bottoms,actor,1,4884663.0
nm0000962,Carole Bouquet,actress,1,10366360
nm0000965,Danny Boyle,director,7,776862592
nm0000966,Lorraine Bracco,actress,3,14920252
nm0000968,Sônia Braga,actress,2,25269998
nm0000970,Jonathan Brandis,actor,1,1519796.0
nm0000971,Nicoletta Braschi,actress,2,26895692
nm0000973,Benjamin Bratt,actor,3,1077231104
nm0000976,Martin Brest,director,1,38413608
nm0000977,Beau Bridges,actor,5,170202048
nm0000978,Lloyd Bridges,actor,2,2374905.0
nm0000979,Wilford Brimley,actor,2,33318822
nm0000980,Jim Broadbent,actor,9,1041449280
nm0000981,James Brolin,actor,2,60843164
nm0000982,Josh Brolin,actor,11,2186931200
nm0000983,Albert Brooks,actor,4,1205420544
nm0000985,James L. Brooks,director,1,51249404
nm0000985,James L. Brooks,producer,2,201857312
nm0000986,Bryan Brown,actor,3,106950480
nm0000987,Jim Brown,actor,2,38984656
nm0000988,Jerry Bruckheimer,producer,17,3036358656
nm0000990,Betty Buckley,actress,1,17637950
nm0000991,Geneviève Bujold,actress,3,10069637
nm0000993,Carol Burnett,actress,1,298572800
nm0000995,Ellen Burstyn,actress,5,167960512
nm0000997,Gary Busey,actor,3,87468992
nm0001001,James Caan,actor,5,518362368
nm0001002,Dean Cain,actor,3,122182560
nm0001003,Simon Callow,actor,1,108385536
nm0001004,Billy Campbell,actor,1,51806184
nm0001005,Jane Campion,director,1,1765545.0
nm0001006,John Candy,actor,10,276870464
nm0001007,Dyan Cannon,actress,1,11798302
nm0001009,Kate Capshaw,actress,3,50350964
nm0001015,Robert Carlyle,actor,5,259597824
nm0001016,David Carradine,actor,2,73475248
nm0001018,Keith Carradine,actor,3,3404857.0
nm0001019,Robert Carradine,actor,3,33643960
nm0001021,Veronica Cartwright,actress,1,18564612
nm0001022,Dana Carvey,actor,1,43411000
nm0001024,Nick Cassavetes,actor,1,3500000.0
nm0001024,Nick Cassavetes,director,3,410237888
nm0001025,Seymour Cassel,actor,1,13105853
nm0001026,Joanna Cassidy,actress,3,261163088
nm0001029,Jim Caviezel,actor,5,920004864
nm0001038,Josh Charles,actor,1,174997856
nm0001040,Joan Chen,actress,5,313295200
nm0001041,Maggie Cheung,actress,1,177395552
nm0001042,Lois Chiles,actress,1,14000000
nm0001043,Anna Chlumsky,actress,1,6029091.0
nm0001044,Rae Dawn Chong,actress,3,49783892
nm0001045,Tommy Chong,actor,1,4686937.0
nm0001046,Julie Christie,actress,2,120450616
nm0001047,Michael Cimino,director,3,26857256
nm0001048,Andrew Dice Clay,actor,1,21413502
nm0001049,Jill Clayburgh,actress,1,37187140
nm0001053,Ethan Coen,director,9,887027456
nm0001054,Joel Coen,director,9,887027392
nm0001056,Dabney Coleman,actor,1,6436211.0
nm0001057,Toni Collette,actress,7,375033088
nm0001059,Robbie Coltrane,actor,1,5794184.0
nm0001060,Chris Columbus,director,8,1579008640
nm0001060,Chris Columbus,producer,2,987587008
nm0001062,Jeffrey Combs,actor,2,3284414.0
nm0001065,Harry Connick Jr.,actor,2,185846160
nm0001068,Sofia Coppola,director,3,207471776
nm0001069,Bud Cort,actor,1,1627955.0
nm0001070,Bill Cosby,actor,1,4615255.0
nm0001073,Courteney Cox,actress,4,445693568
nm0001074,Ronny Cox,actor,5,244395840
nm0001075,Peter Coyote,actor,3,117198560
nm0001077,Richard Crenna,actor,5,254376960
nm0001080,Lindsay Crouse,actress,4,42904336
nm0001081,Cameron Crowe,director,4,214496928
nm0001082,Billy Crudup,actor,4,479761728
nm0001083,Jon Cryer,actor,3,49627484
nm0001084,Ice Cube,actor,13,977659520
nm0001085,Kieran Culkin,actor,1,47664560
nm0001089,Henry Czerny,actor,1,57615776
nm0001091,Patti D'Arbanville,actress,2,7729346.0
nm0001093,John Dahl,director,1,283694.0
nm0001095,Béatrice Dalle,actress,1,2003822.0
nm0001096,Timothy Dalton,actor,4,433258464
nm0001097,Charles Dance,actor,5,318173472
nm0001098,Rodney Dangerfield,actor,1,91258000
nm0001099,Jeff Daniels,actor,14,683339584
nm0001100,Blythe Danner,actress,4,635535744
nm0001101,Ted Danson,actor,6,295958304
nm0001102,Joe Dante,director,4,131559344
nm0001103,Tony Danza,actor,2,51505248
nm0001107,Stacey Dash,actress,2,67446952
nm0001108,Robert Davi,actor,1,34667016
nm0001110,Embeth Davidtz,actress,3,121124256
nm0001112,Andrew Davis,director,3,100923424
nm0001115,Ossie Davis,actor,1,27545444
nm0001116,Warwick Davis,actor,1,57269864
nm0001117,Bruce Davison,actor,1,11642946
nm0001122,Ellen DeGeneres,actress,1,1028570880
nm0001123,Dom DeLuise,actor,3,82616424
nm0001125,Benicio Del Toro,actor,8,731009472
nm0001126,Kim Delaney,actress,1,989528.0
nm0001128,Alain Delon,actor,1,131856928
nm0001129,Jonathan Demme,director,4,72267968
nm0001130,Ted Demme,director,1,83282296
nm0001131,Patrick Dempsey,actor,9,547707648
nm0001132,Judi Dench,actress,13,1628082560
nm0001133,Brian Dennehy,actor,3,67816768
nm0001136,Bruce Dern,actor,7,156764128
nm0001139,Tom DiCillo,director,1,1111790.0
nm0001143,Kevin Dillon,actor,4,69299352
nm0001145,Divine,actor,1,6671108.0
nm0001146,Donna Dixon,actress,2,14082665
nm0001147,Shannen Doherty,actress,1,2122561.0
nm0001149,Richard Donner,director,6,481246528
nm0001150,James Doohan,actor,2,161923184
nm0001151,Stephen Dorff,actor,5,290426464
nm0001152,Illeana Douglas,actress,1,24362772
nm0001153,Lesley-Anne Down,actress,1,2278264.0
nm0001154,Michael Dudikoff,actor,2,8679650.0
nm0001156,Olympia Dukakis,actress,5,409161472
nm0001157,Patty Duke,actress,1,277405.0
nm0001159,Faye Dunaway,actress,2,4549569.0
nm0001160,Adrian Dunbar,actor,1,6243722.0
nm0001162,Griffin Dunne,actor,1,7305209.0
nm0001162,Griffin Dunne,director,1,22707064
nm0001162,Griffin Dunne,producer,1,2835116.0
nm0001164,Charles Durning,actor,5,49873416
nm0001165,Charles S. Dutton,actor,3,224375232
nm0001167,Shelley Duvall,actress,1,40050884
nm0001169,George Dzundza,actor,3,188610496
nm0001172,Christopher Eccleston,actor,1,82719888
nm0001173,Aaron Eckhart,actor,11,2239340800
nm0001175,Blake Edwards,director,5,73700736
nm0001182,Carmen Electra,actress,1,34816824
nm0001184,Jenna Elfman,actress,4,313245184
nm0001185,Hector Elizondo,actor,1,32324556
nm0001186,Denholm Elliott,actor,3,200096544
nm0001187,Noah Emmerich,actor,2,95646264
nm0001188,Nora Ephron,director,1,10890222
nm0001191,Adam Sandler,actor,15,3205558016
nm0001191,Adam Sandler,producer,4,379668800
nm0001194,Jeff Fahey,actor,2,15177428
nm0001199,Dennis Farina,actor,1,16796512
nm0001201,Mia Farrow,actress,10,220185808
nm0001206,Abel Ferrara,director,1,1262091.0
nm0001208,Miguel Ferrer,actor,1,8143225.0
nm0001209,William Fichtner,actor,1,485004768
nm0001212,Joseph Fiennes,actor,3,172822752
nm0001213,Harvey Fierstein,actor,1,4868450.0
nm0001214,Mike Figgis,director,3,62940688
nm0001215,Albert Finney,actor,3,404527360
nm0001216,Tara Fitzgerald,actress,1,10904930
nm0001217,Fionnula Flanagan,actress,1,73839240
nm0001218,Sean Patrick Flanery,actor,2,35261144
nm0001219,Gary Fleder,director,1,80154144
nm0001221,Louise Fletcher,actress,2,16699133
nm0001223,Lara Flynn Boyle,actress,1,1642239.0
nm0001226,James Foley,director,8,886903424
nm0001227,Megan Follows,actress,1,12361866
nm0001231,Claire Forlani,actress,3,54586872
nm0001232,Milos Forman,director,1,1132112.0
nm0001234,John Forsythe,actor,1,60328560
nm0001235,William Forsythe,actor,2,9348918.0
nm0001236,Meg Foster,actress,4,38851092
nm0001239,John Frankenheimer,director,3,45481208
nm0001241,Stephen Frears,director,9,451499904
nm0001242,Matt Frewer,actor,3,138488480
nm0001243,William Friedkin,director,2,27158630
nm0001244,Sadie Frost,producer,1,57947036
nm0001246,Dan Futterman,actor,1,19008744
nm0001250,Charlotte Gainsbourg,actress,2,69236064
nm0001251,Peter Gallagher,actor,2,67335544
nm0001254,James Gandolfini,actor,1,25288872
nm0001258,James Garner,actor,5,355997952
nm0001261,Rebecca Gayheart,actress,2,75644680
nm0001262,Ben Gazzara,actor,2,154355216
nm0001263,Jason Gedrick,actor,2,26203760
nm0001264,Sarah Michelle Gellar,actress,4,352124800
nm0001268,Estelle Getty,actress,1,42721196
nm0001269,Cynthia Gibb,actress,5,57597664
nm0001270,Brian Gibson,director,1,40996664
nm0001271,Melissa Gilbert,actress,1,385687.0
nm0001272,Annabeth Gish,actress,4,20945030
nm0001273,Lillian Gish,actress,1,1338198.0
nm0001274,Paul Michael Glaser,director,2,42988016
nm0001276,Jackie Gleason,actor,1,32324556
nm0001277,Scott Glenn,actor,6,343840512
nm0001278,John Glover,actor,2,65515208
nm0001281,Bobcat Goldthwait,actor,2,22773566
nm0001282,Tony Goldwyn,actor,3,217504624
nm0001283,Louis Gossett Jr.,actor,5,97950864
nm0001287,Heather Graham,actress,5,364974528
nm0001288,Kelsey Grammer,actor,3,292010944
nm0001290,Richard E. Grant,actor,3,144274608
nm0001291,Rupert Graves,actor,2,13397779
nm0001293,Seth Green,actor,1,296938816
nm0001295,Graham Greene,actor,5,366580416
nm0001297,Joel Grey,actor,1,14393902
nm0001299,Thomas Ian Griffith,actor,1,38956288
nm0001301,Charles Grodin,actor,4,64166532
nm0001302,Christopher Guest,actor,2,46626664
nm0001302,Christopher Guest,director,1,20789556
nm0001303,Carla Gugino,actress,6,1700503040
nm0001304,Fred Gwynne,actor,2,65192976
nm0001305,Lukas Haas,actor,4,114119744
nm0001309,Anthony Michael Hall,actor,3,46483764
nm0001310,Kevin Peter Hall,actor,1,59735548
nm0001311,Philip Baker Hall,actor,1,484592864
nm0001315,Marcia Gay Harden,actress,2,37369080
nm0001317,Renny Harlin,director,10,586998592
nm0001319,Mark Harmon,actor,6,230668080
nm0001321,Richard Harris,actor,1,878979648
nm0001323,Debbie Harry,actress,1,6671108.0
nm0001326,Josh Hartnett,actor,7,712341504
nm0001329,Nigel Hawthorne,actor,1,3957934.0
nm0001331,Todd Haynes,director,3,92408064
nm0001334,John Heard,actor,5,215965904
nm0001337,Katherine Heigl,actress,6,857610816
nm0001338,Brian Helgeland,director,3,257931168
nm0001339,Marg Helgenberger,actress,1,78870912
nm0001340,Katherine Helmond,actress,2,28418328
nm0001343,Carrie Henn,actress,1,85160248
nm0001344,Gregg Henry,actor,1,19924032
nm0001345,Jim Henson,actor,1,13961370
nm0001345,Jim Henson,director,1,12906759
nm0001346,Edward Herrmann,actor,2,66863676
nm0001347,Barbara Hershey,actress,9,332510496
nm0001348,Werner Herzog,actor,1,218340592
nm0001349,Jennifer Love Hewitt,actress,3,450889984
nm0001351,George Roy Hill,director,1,25537220
nm0001353,Walter Hill,director,6,155144448
nm0001353,Walter Hill,producer,1,6090497.0
nm0001354,Ciarán Hinds,actor,7,587670336
nm0001355,Michael Hoffman,director,4,36797800
nm0001356,Hulk Hogan,actor,1,16093651
nm0001357,Paul Hogan,actor,3,291049632
nm0001358,Hal Holbrook,actor,2,41488260
nm0001361,Tobe Hooper,director,3,14691918
nm0001363,Jane Horrocks,actress,3,44791276
nm0001364,Bob Hoskins,actor,7,349619776
nm0001365,Whitney Houston,actress,1,24637800
nm0001367,C. Thomas Howell,actor,3,42287624
nm0001368,Ernie Hudson,actor,2,83347552
nm0001371,Tom Hulce,actor,1,3076031.0
nm0001372,Bonnie Hunt,actress,5,957433664
nm0001373,Linda Hunt,actress,2,16102976
nm0001375,Kim Hunter,actress,1,2407024.0
nm0001376,Isabelle Huppert,actress,3,47753708
nm0001378,Anjelica Huston,actress,8,276409216
nm0001379,John Huston,director,2,31027612
nm0001381,Lauren Hutton,actress,1,10000000
nm0001382,Peter Hyams,director,3,270813856
nm0001383,David Hyde Pierce,actor,3,56497824
nm0001384,Ice-T,actor,1,19075720
nm0001385,Eric Idle,actor,1,100328192
nm0001386,Natalie Imbruglia,actress,1,160466000
nm0001388,Amy Irving,actress,1,16262415
nm0001390,Janet Jackson,actress,3,264995840
nm0001392,Peter Jackson,director,1,956019776
nm0001392,Peter Jackson,producer,1,373993952
nm0001393,Irène Jacob,actress,1,2844379.0
nm0001394,Derek Jacobi,actor,1,10161099
nm0001395,Richard Jaeckel,actor,2,13335926
nm0001396,Mick Jagger,producer,1,50007544
nm0001397,Brion James,actor,1,80818976
nm0001401,Angelina Jolie,actress,24,5530483712
nm0001401,Angelina Jolie,director,1,161459296
nm0001402,Terry Jones,director,2,3676806.0
nm0001403,Neil Jordan,director,4,35755580
nm0001404,Madeline Kahn,actress,2,25698526
nm0001406,Carol Kane,actress,3,59474248
nm0001408,Shekhar Kapur,director,1,75782760
nm0001409,Tchéky Karyo,actor,1,26330482
nm0001410,Lawrence Kasdan,director,6,209044416
nm0001410,Lawrence Kasdan,producer,1,1025762.0
nm0001413,Julie Kavner,actress,2,588510720
nm0001416,Catherine Keener,actress,8,1360289152
nm0001417,Brian Keith,actor,2,5576066.0
nm0001418,David Keith,actor,1,5509417.0
nm0001418,David Keith,director,1,1930001.0
nm0001419,Sally Kellerman,actress,3,96876896
nm0001420,DeForest Kelley,actor,2,161923184
nm0001421,George Kennedy,actor,2,14858591
nm0001424,Udo Kier,actor,2,30057230
nm0001426,Ben Kingsley,actor,13,2291964928
nm0001427,Greg Kinnear,actor,11,653129152
nm0001432,Charlie Korsmo,actor,1,103738728
nm0001433,Yaphet Kotto,actor,3,78453824
nm0001434,Kris Kristofferson,actor,7,346029984
nm0001435,Lisa Kudrow,actress,5,867947264
nm0001436,Swoosie Kurtz,actress,4,90738400
nm0001437,Emir Kusturica,actor,1,7193889.0
nm0001437,Emir Kusturica,director,1,16131.0
nm0001438,Neil LaBute,director,2,78411288
nm0001439,Anthony LaPaglia,actor,1,306515872
nm0001440,Cheryl Ladd,actress,1,5777099.0
nm0001441,Christine Lahti,actress,5,34133040
nm0001442,Ricki Lake,actress,1,8266343.0
nm0001445,Martin Landau,actor,3,119398416
nm0001447,Nathan Lane,actor,3,207535264
nm0001448,Jessica Lange,actress,6,450179200
nm0001449,Frank Langella,actor,8,119068048
nm0001450,Angela Lansbury,actress,1,187361760
nm0001451,Queen Latifah,actress,7,567386304
nm0001453,Piper Laurie,actress,4,48965988
nm0001454,Martin Lawrence,actor,9,1197121024
nm0001456,Kelly LeBrock,actress,1,23834048
nm0001457,James Le Gros,actor,3,13189185
nm0001458,Cloris Leachman,actress,2,24545592
nm0001459,Denis Leary,actor,5,2105240192
nm0001459,Denis Leary,producer,1,83282296
nm0001460,Mimi Leder,director,2,94381168
nm0001464,Kay Lenz,actress,2,10441242
nm0001467,Jared Leto,actor,5,1072897152
nm0001469,Barry Levinson,director,7,439765536
nm0001470,Charlotte Lewis,actress,1,79817936
nm0001472,Jet Li,actor,11,1333130240
nm0001473,Laura Linney,actress,7,928503168
nm0001474,Tom Lister Jr.,actor,2,43561216
nm0001475,John Lithgow,actor,7,373790144
nm0001476,Cleavon Little,actor,1,10000000
nm0001477,Robyn Lively,actress,2,65241832
nm0001480,Shelley Long,actress,5,165868816
nm0001482,Courtney Love,actress,1,13414416
nm0001484,Jon Lovitz,actor,3,81798640
nm0001486,Sidney Lumet,director,5,69015520
nm0001488,Kelly Lynch,actress,3,59296152
nm0001490,Adrian Lyne,director,2,163381616
nm0001492,Kyle MacLachlan,actor,4,151802784
nm0001493,Peter MacNicol,actor,2,23316398
nm0001494,Ralph Macchio,actor,3,159899280
nm0001496,Amy Madigan,actress,2,72834048
nm0001497,Tobey Maguire,actor,5,2687073280
nm0001498,John Mahoney,actor,3,64975168
nm0001499,Tina Majorino,actress,1,50021960
nm0001500,Karl Malden,actor,1,30950002
nm0001501,Louis Malle,director,1,1576702.0
nm0001502,Luis Mandoki,director,3,93151984
nm0001505,Joe Mantegna,actor,6,71706152
nm0001507,Cheech Marin,actor,4,99209488
nm0001508,Penny Marshall,director,3,196909360
nm0001508,Penny Marshall,producer,1,108539912
nm0001511,Lee Marvin,actor,1,17768900
nm0001512,Mary Elizabeth Mastrantonio,actress,3,111127360
nm0001513,Tim Matheson,actor,1,38275484
nm0001515,Joseph Mazzello,actor,1,2568425.0
nm0001518,Dylan McDermott,actor,4,171665760
nm0001520,Christopher McDonald,actor,2,83072544
nm0001521,Mary McDonnell,actress,3,186311872
nm0001522,Roddy McDowall,actor,2,3751691.0
nm0001523,Natascha McElhone,actress,1,18902016
nm0001524,Paul McGann,actor,1,444055.0
nm0001525,John C. McGinley,actor,2,61856640
nm0001526,Patrick McGoohan,actor,1,75609944
nm0001527,Elizabeth McGovern,actress,4,37211008
nm0001530,William McNamara,actor,1,32051916
nm0001531,Kristy McNichol,actress,1,502237.0
nm0001532,John McTiernan,director,5,369340352
nm0001535,Dale Midkiff,actor,1,57469468
nm0001538,Jonny Lee Miller,actor,3,96299096
nm0001542,Jay Mohr,actor,1,55707412
nm0001544,Ricardo Montalban,actor,1,78756176
nm0001545,Dudley Moore,actor,4,86012584
