within_year_rank,title,release_year,worldwide_box_office,domestic_box_office,foreign_box_office
72,The Devil Inside,2012,101758490,53261944,48496546
73,The Lucky One,2012,99357138,60457138,38900000
74,Contraband,2012,96262212,66528000,29734212
75,Think Like a Man,2012,96070507,91547205,4523302
76,Masquerade,2012,94268432,922921,93345511
77,Brave Hearts: Umizaru,2012,91884352,,91884352
78,This Is 40,2012,88215156,67544505,20670651
79,The Thieves,2012,87126367,685839,86440528
80,The Possession,2012,85446075,49130154,36315921
81,What to Expect When You're Expecting,2012,84384002,41152203,43231799
82,Savages,2012,82966152,47382068,35584084
83,Sinister,2012,82515113,48086903,34428210
84,Act of Valor,2012,82497035,70012847,12484188
85,Frankenweenie,2012,81491068,35291068,46200000
86,The Grey,2012,79781695,51580236,28201459
87,Diary of a Wimpy Kid: Dog Days,2012,77229695,49008662,28221033
88,Thermae Romae,2012,74285251,,74285251
89,One Piece Film Z,2012,74223861,,74223861
90,To Rome with Love,2012,73244881,16685867,56559014
91,Here Comes the Boom,2012,73100172,45290318,27809854
92,Bayside Shakedown the Final,2012,72867395,,72867395
93,The Cabin in the Woods,2012,69935600,42073277,27862323
94,Finding Nemo 2012 3D Release,2012,69328283,41128283,28200000
95,Anna Karenina,2012,68929150,12816367,56112783
96,The Watch,2012,68267862,35353000,32914862
97,Moonrise Kingdom,2012,68263166,45512466,22750700
98,The Secret of the Gods,2012,67537798,,67537798
99,Madea's Witness Protection,2012,66899242,65653242,1246000
100,Beauty and the Beast 2012 3D Release,2012,62767829,47617067,15150762
101,Astérix and Obélix: God Save Britannia,2012,61319383,,61319383
102,Evangelion: 3.0 You Can (Not) Redo,2012,60488344,174945,60313399
103,Quartet,2012,59520298,18390117,41130181
104,Rock of Ages,2012,59418613,38518613,20900000
105,That's My Boy,2012,57719093,36931089,20788004
106,The Odd Life of Timothy Green,2012,56012642,51854875,4157767
107,Lawless,2012,55404159,37400127,18004032
108,End of Watch,2012,55078146,41003371,14074775
109,Wolf Children,2012,54984346,,54984346
110,The Three Stooges,2012,54819301,44338224,10481077
111,The Five-Year Engagement,2012,54169363,28835528,25333835
112,Red Dawn,2012,50950296,44806783,6143513
113,Red Tails,2012,50365498,49876377,489121
114,"Monsters, Inc. 2012 3D Release",2012,50207820,34043006,16164814
115,HOUBA! On the Trail of the Marsupilami,2012,50146474,,50146474
116,Tad: The Lost Explorer,2012,49490859,,49490859
117,A Turtle's Tale 2: Sammy's Escape from Paradise,2012,49261830,,49261830
118,Trouble with the Curve,2012,48963137,35763137,13200000
119,Man on a Ledge,2012,47636031,18620000,29016031
120,A Werewolf Boy,2012,46282588,342922,45939666
121,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,2012,46180706,,46180706
122,Gekijouban Tenpesuto 3D 2012 Re-release,2012,46008255,,46008255
123,Detective Conan: The Eleventh Striker,2012,44369456,,44369456
124,House at the End of the Street,2012,44287131,31611916,12675215
125,The Guilt Trip,2012,41863726,37134215,4729511
126,Safe,2012,41564670,17142080,24422590
127,Dredd,2012,41037742,13414714,27623028
128,La vérité si je mens! 3,2012,40928635,,40928635
129,Always: Sunset on Third Street '64,2012,40923305,,40923305
130,Chernobyl Diaries,2012,38390020,18119640,20270380
131,Killing Them Softly,2012,37930465,15026056,22904409
132,Rurouni Kenshin Part I: Origins,2012,37654579,,37654579
133,The Tower,2012,36512327,,36512327
134,Conquest 1453,2012,35797045,35730,35761315
135,Good Deeds,2012,35579177,35025791,553386
136,Arbitrage,2012,35485056,7919574,27565482
137,Welcome to the North,2012,34995189,,34995189
138,Chimpanzee,2012,34823764,28972764,5851000
139,Alex Cross,2012,34618867,25888412,8730455
140,Salmon Fishing in the Yemen,2012,34564651,9047981,25516670
141,Haywire,2012,34513760,18942396,15571364
142,Adventures in Zambezia,2012,34428345,,34428345
143,Cirque du Soleil: Worlds Away,2012,34153101,12512862,21640239
144,Three Heroes on Distant Shores,2012,33674759,,33674759
145,2016: Obama's America,2012,33449086,33449086,
146,The Perks of Being a Wallflower,2012,33384127,17742948,15641179
147,Lockout,2012,32948113,14326864,18621249
148,Bait,2012,32813407,,32813407
149,Part of Me,2012,32726956,25326071,7400885
150,Nameless Gangster: Rules of the Time,2012,32472645,,32472645
151,Movie 43,2012,32438988,8840453,23598535
152,Seven Psychopaths,2012,32226382,15024049,17202333
153,The Floating Castle,2012,31967471,,31967471
154,The Neighbors,2012,31949315,,31949315
155,The Dream Team,2012,31822402,,31822402
156,What's in a Name?,2012,31303580,8111,31295469
157,Joyful Noise,2012,31158113,30932113,226000
158,Premium Rush,2012,31083599,20275446,10808153
159,Playing for Keeps,2012,30962335,13103272,17859063
160,The Four,2012,30505808,,30505808
161,The Grand Heist,2012,30158762,,30158762
162,The Raven,2012,29699345,16008272,13691073
163,Amour,2012,29652180,6739492,22912688
164,All About My Wife,2012,29382038,,29382038
165,Rowdy Rathore,2012,29342463,777373,28565090
166,SPEC: Heaven,2012,29023960,,29023960
167,We Were There: True Love,2012,28876929,,28876929
168,Bol Bachchan,2012,28775262,1216258,27559004
169,Deranged,2012,28444173,,28444173
170,The Master,2012,28258060,16377274,11880786
171,Hitchcock,2012,27039669,6008677,21030992
172,Dearest,2012,26723916,,26723916
173,Architecture 101,2012,26642354,,26642354
174,Dancing Queen,2012,26411266,,26411266
175,Lesson of the Evil,2012,26167224,,26167224
176,Agneepath,2012,26001696,1986748,24014948
177,Rust and Bone,2012,25807712,2062027,23745685
178,Head Over Heels 2,2012,25402893,,25402893
179,On the Other Side of the Tracks,2012,25109572,9572,25100000
180,Helter Skelter,2012,25066699,,25066699
181,The Last Tycoon,2012,25009914,,25009914
182,Housefull 2,2012,24922847,1791780,23131067
183,Big Miracle,2012,24719215,20157300,4561915
184,Sparkle,2012,24637800,24397469,240331
185,The Players,2012,24629152,10854,24618298
186,Liar Game: Reborn,2012,24549726,,24549726
187,I Want You,2012,23961214,,23961214
188,Türkisch für Anfänger,2012,23952712,,23952712
189,Wanderlust,2012,23812816,17450535,6362281
190,"Little Brother, Big Trouble: A Christmas Adventure",2012,23785681,,23785681
191,To the Arctic 3D,2012,23695388,14560838,9134550
192,Hotaru the Movie: It's Only a Little Light in My Life,2012,22975341,,22975341
193,Kon-Tiki,2012,22842887,1517410,21325477
194,Fall in Love Like a Star,2012,22640355,,22640355
195,Upside Down,2012,22187813,105095,22082718
196,Unbowed,2012,22132903,,22132903
197,Confession of Murder,2012,21701525,,21701525
198,StreetDance 2 2012 Re-release,2012,21638853,,21638853
199,2012 2012 Re-release,2012,21538353,,21538353
200,Beasts of the Southern Wild,2012,21107746,12795746,8312000
1,Frozen,2013,1280802282,400738009,880064273
2,Iron Man 3,2013,1214811252,409013994,805797258
3,Despicable Me 2,2013,970766005,368065385,602700620
4,The Hobbit: The Desolation of Smaug,2013,958366855,258366855,700000000
5,The Hunger Games: Catching Fire,2013,865011746,424668047,440343699
6,Fast & Furious 6,2013,788679850,238679850,550000000
7,Monsters University,2013,743559607,268492764,475066843
8,Gravity,2013,723192705,274092705,449100000
9,Man of Steel,2013,668045518,291045518,377000000
10,Thor: The Dark World,2013,644783140,206362140,438421000
11,The Croods,2013,587204668,187168425,400036243
12,World War Z,2013,540007876,202359711,337648165
13,Oz the Great and Powerful,2013,493311825,234911825,258400000
14,Star Trek Into Darkness,2013,467365246,228778661,238586585
15,The Wolverine,2013,414828246,132556852,282271394
16,Pacific Rim,2013,411002906,101802906,309200000
17,The Wolf of Wall Street,2013,392000694,116900694,275100000
18,G.I. Joe: Retaliation,2013,375740705,122523060,253217645
19,The Hangover Part III,2013,362000072,112200072,249800000
20,The Great Gatsby,2013,353641895,144840419,208801476
21,Now You See Me,2013,351723989,117723989,234000000
22,The Smurfs 2,2013,347545360,71017784,276527576
23,The Conjuring,2013,319494638,137400141,182094497
24,A Good Day to Die Hard,2013,304654182,67349198,237304984
25,Oblivion,2013,286168572,89107235,197061337
26,Elysium,2013,286140700,93050117,193090583
27,Turbo,2013,282570682,83028128,199542554
28,Cloudy with a Chance of Meatballs 2,2013,274325949,119793567,154532382
29,Epic,2013,268426634,107518682,160907952
30,The Lone Ranger,2013,260502115,89302115,171200000
31,American Hustle,2013,251171807,150117807,101054000
32,Grown Ups 2,2013,246984278,133668525,113315753
33,After Earth,2013,243611982,60522097,183089885
34,Planes,2013,239258712,90288712,148970000
35,The Heat,2013,229930771,159582188,70348583
36,Hansel & Gretel: Witch Hunters,2013,226349749,55703475,170646274
37,Captain Phillips,2013,218791811,107100855,111690956
38,Journey to the West,2013,205637183,18058,205619125
39,White House Down,2013,205366737,73103784,132262953
40,Percy Jackson: Sea of Monsters,2013,199850315,68559554,131290761
41,Jack the Giant Slayer,2013,197687603,65187603,132500000
42,The Secret Life of Walter Mitty,2013,188133322,58236838,129896484
43,12 Years a Slave,2013,187733202,56671993,131061209
44,The Butler,2013,177313795,116632095,60681700
45,Identity Thief,2013,173965010,134506920,39458090
46,Anchorman 2: The Legend Continues,2013,171464676,125168368,46296308
47,Olympus Has Fallen,2013,170270201,98925640,71344561
48,Insidious: Chapter 2,2013,161919318,83586447,78332871
49,Lone Survivor,2013,154802912,125095601,29707311
50,Jackass Presents: Bad Grandpa,2013,151826547,102003019,49823528
51,47 Ronin,2013,151783839,38362475,113421364
52,RED 2,2013,148075565,53262560,94813005
53,Mama,2013,146428180,71628180,74800000
54,Escape Plan,2013,137328301,25135965,112192336
55,2 Guns,2013,131940411,75612460,56327951
56,This Is the End,2013,126041322,101470202,24571120
57,Ender's Game,2013,125544024,61737191,63806833
58,Prisoners,2013,122126687,61002302,61124385
59,Jurassic Park 2013 Re-release,2013,118192315,45385935,72806380
60,Saving Mr. Banks,2013,117867984,83301580,34566404
61,Warm Bodies,2013,116980662,66380662,50600000
62,Personal Tailor,2013,116126458,375892,115750566
63,So Young,2013,114926694,11186,114915508
64,Free Birds,2013,110387072,55750480,54636592
65,Gangster Squad,2013,105200903,46000903,59200000
66,Instructions Not Included,2013,100486616,44467206,56019410
67,Philomena,2013,100129872,37709979,62419893
68,Blue Jasmine,2013,99104804,33405481,65699323
69,Young Detective Dee: Rise of the Sea Dragon,2013,98774891,87783,98687108
70,Riddick,2013,98337295,42025135,56312160
71,Safe Haven,2013,97594140,71349120,26245020
72,Evil Dead,2013,97542952,54239856,43303096
73,42,2013,97470701,95020213,2450488
74,The Mortal Instruments: City of Bones,2013,95396573,31165421,64231152
75,Rush,2013,95224595,26947624,68276971
76,Police Story: Lockdown,2013,94249025,,94249025
77,The Internship,2013,93492844,44672764,48820080
78,The Purge,2013,89328627,64473115,24855512
79,Dhoom 3,2013,88031955,8031955,80000000
80,Pain & Gain,2013,87305549,49875291,37430258
81,About Time,2013,87100449,15322921,71777528
82,American Dreams in China,2013,87097067,,87097067
83,Snowpiercer,2013,86758912,4563650,82195262
84,Carrie,2013,84790678,35266619,49524059
85,Finding Mr. Right,2013,84112033,6945,84105088
86,The Fighter Pilot,2013,82879386,,82879386
87,Miracle in Cell No. 7,2013,82101723,,82101723
88,The Attorney,2013,78547586,557236,77990350
89,The Family,2013,78418811,36918811,41500000
90,Scary Movie V,2013,78378744,32015787,46362957
91,R.I.P.D.,2013,78324220,33618855,44705365
92,Tiny Times,2013,77717014,23462,77693552
93,Suck Me Shakespeer,2013,77676735,,77676735
94,The Book Thief,2013,76586316,21488481,55097835
95,Escape from Planet Earth,2013,74597643,57012977,17584666
96,August: Osage County,2013,74188937,37738810,36450127
97,The Best Man Holiday,2013,72835710,70525195,2310515
98,The Counselor,2013,71009334,16973715,54035619
99,Sole a catinelle,2013,69903094,,69903094
100,The Call,2013,68572631,51872378,16700253
101,One Direction: This Is Us,2013,68532898,28873374,39659524
102,Stalingrad,2013,68316452,1013945,67302507
103,Thunder and the House of Magic,2013,64197205,4091,64193114
104,The Grandmaster,2013,64076736,6594959,57481777
105,Side Effects,2013,63414135,32172757,31241378
106,The Host,2013,63365859,26627201,36738658
107,Runner Runner,2013,62675095,19316646,43358449
108,The Face Reader,2013,61559184,515876,61043308
109,The Legend of Hercules,2013,61279452,18848538,42430914
110,Kick-Ass 2,2013,60795985,28795985,32000000
111,A Haunted House,2013,60159584,40041683,20117901
112,Beautiful Creatures,2013,60052138,19452138,40600000
113,Snitch,2013,57824674,42930462,14894212
114,The Physician,2013,57284237,,57284237
115,Firestorm,2013,55754766,,55754766
116,Dallas Buyers Club,2013,55198285,27298285,27900000
117,A Madea Christmas,2013,53396635,52543354,853281
118,Temptation: Confessions of a Marriage Counselor,2013,53143144,51975354,1167790
119,Delivery Man,2013,53120346,30664106,22456240
120,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,51167572,944193,50223379
121,Dragon Ball Z: Battle of Gods,2013,50461371,2553002,47908369
122,The Berlin File,2013,48972848,665210,48307638
123,Her,2013,48517427,25568251,22949176
124,Homefront,2013,48449416,20158898,28290518
125,The Last Stand,2013,48330757,12050299,36280458
126,21 & Over,2013,48065672,25682380,22383292
127,Texas Chainsaw,2013,47340586,34341945,12998641
128,Tiny Times 2.0,2013,47289937,43788,47246149
129,Switch,2013,47164301,,47164301
130,The Place Beyond the Pines,2013,47052899,21403519,25649380
131,Parker,2013,46922566,17616641,29305925
132,The Big Wedding,2013,46522137,21819348,24702789
133,Badges of Fury,2013,46495296,,46495296
134,The World's End,2013,46089287,26004851,20084436
135,Grudge Match,2013,44907260,29807260,15100000
136,The White Storm,2013,44670277,,44670277
137,Tarzan,2013,44095996,,44095996
138,Secretly Greatly,2013,43447199,,43447199
139,"The Chef, The Actor, The Scoundrel",2013,42970000,,42970000
140,Doraemon: Nobita's Secret Gadget Museum,2013,42770271,,42770271
141,Jobs,2013,42128352,16131410,25996942
142,No Man's Land,2013,41807712,,41807712
143,Lupin III vs. Detective Conan: The Movie,2013,41397727,,41397727
144,Yolki 3,2013,40267368,,40267368
145,Don Jon,2013,39439355,24477704,14961651
146,Antoine and Sebastian,2013,38719881,,38719881
147,Cold Eyes,2013,37795598,,37795598
148,"Like Father, Like Son",2013,37170163,334616,36835547
149,Detective Conan: Private Eye in the Distant Sea,2013,36324232,,36324232
150,Dügün Dernek,2013,36185741,,36185741
151,The Terror Live,2013,35659824,,35659824
152,Hide and Seek,2013,35461505,,35461505
153,Blind Detective,2013,34958596,,34958596
154,Broken City,2013,34737199,19701164,15036035
155,Inside Llewyn Davis,2013,32935319,13235319,19700000
156,Serial Teachers,2013,32849727,,32849727
157,Mud,2013,32613173,21590086,11023087
158,Midsummer's Equation,2013,32514549,,32514549
159,Kevin Hart: Let Me Explain,2013,32318051,32244051,74000
160,Pokémon,2013,32293377,,32293377
161,The After-Dinner Mysteries,2013,32160741,,32160741
162,Underdogs,2013,31775719,,31775719
163,Spring Breakers,2013,31724284,14124284,17600000
164,New World,2013,31670607,457806,31212801
165,101 Proposals,2013,31283838,,31283838
166,A Wedding Invitation,2013,30665036,14350,30650686
167,Silent Witness,2013,29315945,,29315945
168,Special ID,2013,29139936,12666,29127270
169,Kokowääh 2,2013,28811936,,28811936
170,The Suspect,2013,28674130,218693,28455437
171,The Four 2,2013,28599970,,28599970
172,The Kiyosu Conference,2013,28338665,,28338665
173,I Give It a Year,2013,28328531,34657,28293874
174,Mandela: Long Walk to Freedom,2013,27985788,8323085,19662703
175,Dark Skies,2013,27858103,17418667,10439436
176,Nebraska,2013,27682872,17654912,10027960
177,The Incredible Burt Wonderstone,2013,27437881,22537881,4900000
178,Gorko!,2013,27369902,,27369902
179,Khumba,2013,27187375,1029,27186346
180,You're Next,2013,26895481,18494006,8401475
181,Mr. Go,2013,26835201,,26835201
182,The Break Up Man,2013,26477012,,26477012
183,The Way Way Back,2013,26474920,21506546,4968374
184,We Are the Nobles,2013,26433651,,26433651
185,The Stolen Years,2013,26249553,,26249553
186,One Night Surprise,2013,26220159,,26220159
187,Platinum Data,2013,26052718,,26052718
188,Gekijouban SPEC: Kurôzu - Zen no hen,2013,25860404,,25860404
189,Unbeatable,2013,25816154,,25816154
190,Man on the Edge,2013,25774679,,25774679
191,Enough Said,2013,25288872,17550872,7738000
192,The Last Exorcism Part II,2013,25051865,15179302,9872563
193,"Me, Myself and Mum",2013,24991467,,24991467
194,Drug War,2013,24676341,128195,24548146
195,The Tale of The Princess Kaguya,2013,24434485,703232,23731253
196,The Great Beauty,2013,24271739,2852400,21419339
197,Trance,2013,24261569,2328743,21932826
198,The Railway Man,2013,24174885,4438438,19736447
199,Out of Inferno,2013,24109886,,24109886
200,Bring Happiness Home,2013,23980000,,23980000
1,Transformers: Age of Extinction,2014,1104054072,245439076,858614996
2,The Hobbit: The Battle of the Five Armies,2014,956019788,255119788,700900000
3,Guardians of the Galaxy,2014,772776600,333176600,439600000
4,Maleficent,2014,758410378,241410378,517000000
5,The Hunger Games: Mockingjay - Part 1,2014,755356711,337135885,418220826
6,X-Men: Days of Future Past,2014,746045700,233921534,512124166
7,Captain America: The Winter Soldier,2014,714421503,259766572,454654931
8,Dawn of the Planet of the Apes,2014,710644566,208545589,502098977
9,The Amazing Spider-Man 2,2014,708982323,202853933,506128390
10,Interstellar,2014,677896797,188020017,489876780
11,Big Hero 6,2014,657827828,222527828,435300000
12,How to Train Your Dragon 2,2014,621537519,177002924,444534595
13,American Sniper,2014,547426372,350126372,197300000
14,Godzilla,2014,524976069,200676069,324300000
15,Rio 2,2014,498781117,131538435,367242682
16,Teenage Mutant Ninja Turtles,2014,485004754,191204754,293800000
17,The Lego Movie,2014,468060692,257760692,210300000
18,Lucy,2014,458863600,126663600,332200000
19,Penguins of Madagascar,2014,373515621,83850911,289664710
20,Edge of Tomorrow,2014,370541256,100206256,270335000
21,Gone Girl,2014,369330363,167767189,201563174
22,Night at the Museum: Secret of the Tomb,2014,363204635,113746621,249458014
23,Noah,2014,359200044,101200044,258000000
24,The Maze Runner,2014,348319861,102427862,245891999
25,300: Rise of an Empire,2014,337580051,106580051,231000000
26,22 Jump Street,2014,331333876,191719337,139614539
27,The Fault in Our Stars,2014,307166834,124872350,182294484
28,Divergent,2014,288885818,150947895,137937923
29,Paddington,2014,282370135,76271832,206098303
30,Mr. Peabody & Sherman,2014,275698039,111506430,164191609
31,Neighbors,2014,270665134,150157400,120507734
32,Exodus: Gods and Kings,2014,268175631,65014513,203161118
33,Annabelle,2014,257047661,84273813,172773848
34,Hercules,2014,244819862,72688614,172131248
35,RoboCop,2014,242688965,58607007,184081958
36,The Imitation Game,2014,233555708,91125683,142430025
37,Non-Stop,2014,222809600,92168600,130641000
38,Dracula Untold,2014,217124280,56280355,160843925
39,The Expendables 3,2014,214657577,39322544,175335033
40,Into the Woods,2014,212902372,128002372,84900000
41,Fury,2014,211817906,85817906,126000000
42,Need for Speed,2014,203277636,43577636,159700000
43,The Other Woman,2014,196710396,83911193,112799203
44,The Equalizer,2014,192330738,101530738,90800000
45,Breakup Buddies,2014,189017596,777896,188239700
46,Stand by Me Doraemon,2014,183442714,,183442714
47,Serial (Bad) Weddings,2014,176404493,,176404493
48,The Monkey King Havoc in Heavens Palace,2014,175835580,,175835580
49,The Grand Budapest Hotel,2014,172936941,59301324,113635617
50,Dumb and Dumber To,2014,169837010,86208010,83629000
51,Into the Storm,2014,161502194,47602194,113900000
52,Unbroken,2014,161459297,115637895,45821402
53,The Monuments Men,2014,155641650,78031620,77610030
54,Ride Along,2014,154468902,134938200,19530702
55,Planes: Fire & Rescue,2014,146965787,59165787,87800000
56,The Taking of Tiger Mountain,2014,141654055,228984,141425071
57,The Admiral: Roaring Currents,2014,138342258,2589811,135752447
58,Let's Be Cops,2014,138224951,82390774,55834177
59,Annie,2014,136853506,85911262,50942244
60,Jack Ryan: Shadow Recruit,2014,135503748,50577412,84926336
61,Blended,2014,127994610,46294610,81700000
62,Sex Tape,2014,126069509,38543473,87526036
63,The Theory of Everything,2014,123726688,35893537,87833151
64,The Nut Job,2014,120885527,64251541,56633986
65,Pompeii,2014,117831631,23219748,94611883
66,Seventh Son,2014,114178613,17223265,96955348
67,The Purge: Anarchy,2014,111928365,71962800,39965565
68,"Dad, Where Are We Going?",2014,111870000,,111870000
69,The Boxtrolls,2014,108255770,50837305,57418465
70,Horrible Bosses 2,2014,107645357,54445357,53200000
71,The Breakup Guru,2014,106980263,208959,106771304
72,Ouija,2014,103590271,50856010,52734261
73,Birdman or (The Unexpected Virtue of Ignorance),2014,103215094,42340598,60874496
74,Transcendence,2014,103039258,23022309,80016949
75,Heaven Is for Real,2014,101888019,91443253,10444766
76,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,100654149,66954149,33700000
77,Tammy,2014,100375432,84525432,15850000
78,PK,2014,100370104,10616104,89754000
79,The Continent,2014,100125957,,100125957
80,The Book of Life,2014,99783556,50151543,49632013
81,Ode to My Father,2014,99085291,2300121,96785170
82,Fleet of Time,2014,94244191,569280,93674911
83,The Man from Macau,2014,93864936,,93864936
84,Paranormal Activity: The Marked Ones,2014,90894962,32462372,58432590
85,The Hundred-Foot Journey,2014,89514453,54240821,35273632
86,Deliver Us from Evil,2014,87937815,30577122,57360693
87,A Million Ways to Die in the West,2014,87189756,43139300,44050456
88,Step Up All In,2014,86165646,14904384,71261262
89,John Wick,2014,86013056,43037835,42975221
90,The Judge,2014,84419388,47119388,37300000
91,Tiny Times 3.0,2014,82320000,,82320000
92,Gone with the Bullets,2014,81387479,,81387479
93,Muppets Most Wanted,2014,80383113,51183113,29200000
94,Spanish Affair,2014,78768613,,78768613
95,If I Stay,2014,78274843,50474843,27800000
96,Head Full of Honey,2014,78127384,,78127384
97,"I, Frankenstein",2014,76801179,19075290,57725889
98,Crimson Peak,2014,74679822,31090320,43589502
99,My Old Classmate,2014,73052128,,73052128
100,The Bélier Family,2014,72751538,,72751538
101,Brick Mansions,2014,71416730,20396829,51019901
102,Son of God,2014,70829270,59700064,11129206
103,Think Like a Man Too,2014,70181428,65182182,4999246
104,Jersey Boys,2014,67647013,47047013,20600000
105,The Giver,2014,66980456,45090374,21890082
106,Selma,2014,66787908,52076908,14711000
107,Beijing Love Story,2014,65842375,428318,65414057
108,The House That Never Dies,2014,65220000,,65220000
109,The Pirates,2014,64858224,415775,64442449
110,God's Not Dead,2014,64667874,60755732,3912142
111,The Pirate Fairy,2014,63998725,,63998725
112,The Inbetweeners 2,2014,63852235,,63852235
113,Begin Again,2014,63464861,16170632,47294229
114,The White Haired Witch of Lunar Kingdom,2014,62515046,,62515046
115,The Walk,2014,61181942,10137502,51044440
116,Miss Granny,2014,58940254,,58940254
117,A Walk Among the Tombstones,2014,58834384,26307600,32526784
118,Dolphin Tale 2,2014,57824533,42024533,15800000
119,St. Vincent,2014,54837234,44137712,10699522
120,No Good Deed,2014,54323210,52543632,1779578
121,Overheard 3,2014,53493428,,53493428
122,Supercondriaque,2014,53425036,,53425036
123,3 Days to Kill,2014,53260230,30697999,22562231
124,Rurouni Kenshin Part II: Kyoto Inferno,2014,52696176,,52696176
125,Wild,2014,52501541,37880356,14621185
126,Magic in the Moonlight,2014,51029361,10539326,40490035
127,About Last Night,2014,50445860,48637684,1808176
128,Dearest 2014 Re-release,2014,50000583,,50000583
129,Whiplash,2014,48982041,13092000,35890041
130,Chef,2014,48428048,31424003,17004045
131,Boyhood,2014,48137666,25352281,22785385
132,Coming Home,2014,47587984,377607,47210377
133,Beauty and the Beast,2014,47430624,,47430624
134,Nightcrawler,2014,47398992,32381217,15017775
135,Earth to Echo,2014,45681062,38934842,6746220
136,That Awkward Moment,2014,45640143,26068955,19571188
137,Love on the Cloud,2014,45386560,271734,45114826
138,Oculus,2014,44446287,27695246,16751041
139,The Great Hypnotist,2014,44077818,,44077818
140,Kick,2014,43996483,2472695,41523788
141,Asterix and Obelix: Mansion of the Gods,2014,42830578,,42830578
142,Thermae Romae II,2014,42473163,,42473163
143,Bang Bang,2014,42045981,2546172,39499809
144,Detective Conan: The Sniper from Another Dimension,2014,42028116,,42028116
145,Rurouni Kenshin: The Legend Ends,2014,41900000,,41900000
146,"As Above, So Below",2014,41898409,21321100,20577309
147,This Is Where I Leave You,2014,41296320,34296320,7000000
148,Boonie Bears: To the Rescue,2014,40163675,,40163675
149,The November Man,2014,39661919,25018119,14643800
150,Recep Ivedik 4,2014,39477906,,39477906
151,Sin City: A Dame to Kill For,2014,39407616,13757804,25649812
152,The Gambler,2014,39280992,33680992,5600000
153,Samba,2014,39178695,151530,39027165
154,Women Who Flirt,2014,39156132,375495,38780637
155,Forbidden Empire 2014 Re-release,2014,38885962,,38885962
156,The Best of Me,2014,38609668,26766213,11843455
157,Million Dollar Arm,2014,38483455,36457627,2025828
158,The Water Diviner,2014,38176317,4196641,33979676
159,But Always,2014,38039248,430760,37608488
160,Devil's Due,2014,36921560,15821461,21100099
161,A Most Wanted Man,2014,36233517,17237855,18995662
162,Kundo: Age of the Rampant,2014,35941291,280958,35660333
163,Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,2014,35861856,,35861856
164,When Marnie Was There,2014,34949567,561085,34388482
165,Endless Love,2014,34718173,23438250,11279923
166,Black & White: The Dawn of Justice,2014,34146896,,34146896
167,"My Love, Don't Cross That River",2014,34012261,,34012261
168,Don't Go Breaking My Heart 2,2014,33801759,,33801759
169,Get on Up,2014,33448971,30703100,2745871
170,Girls,2014,33325338,,33325338
171,The Crossing,2014,32806475,,32806475
172,Old Boys: The Way of the Dragon,2014,32800000,,32800000
173,Tinker Bell and the Legend of the NeverBeast,2014,31836701,,31836701
174,The Four 3,2014,31521335,,31521335
175,Tazza: The Hidden Card,2014,31278476,251555,31026921
176,Mrs. Brown's Boys D'Movie,2014,31116264,,31116264
177,Wild Tales,2014,31061476,3106530,27954946
178,Rise of the Legend,2014,30932534,,30932534
179,Winter's Tale,2014,30800231,12600231,18200000
180,When the Game Stands Tall,2014,30138754,30127963,10791
181,Draft Day,2014,29824199,28842237,981962
182,Big Eyes,2014,29253166,14482031,14771135
183,The Fatal Encounter,2014,29060186,,29060186
184,Maya the Bee Movie,2014,28638603,,28638603
185,Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,28595105,,28595105
186,The Divine Move,2014,27926871,136707,27790164
187,Nicholas on Holiday,2014,27567832,,27567832
188,Grace of Monaco,2014,27515247,,27515247
189,Left Behind,2014,27405896,14019924,13385972
190,Joy of Fatherhood,2014,27088817,,27088817
191,A Hard Day,2014,26488847,19004,26469843
192,Top Five,2014,26117471,25317471,800000
193,Iceman,2014,26033917,7679,26026238
194,Meet Miss Anxiety,2014,25948636,,25948636
195,"Love, Rosie",2014,25574387,20431,25553956
196,A Haunted House 2,2014,25358716,17329486,8029230
197,And So It Goes,2014,25312387,15160801,10151586
198,Kung Fu Jungle,2014,24070765,129784,23940981
199,Hot Road,2014,22916313,,22916313
200,Fading Gigolo,2014,22706304,3769873,18936431
1,Star Wars: Episode VII - The Force Awakens,2015,2068223624,936662225,1131561399
2,Jurassic World,2015,1670400637,652270625,1018130012
3,Furious 7,2015,1515047671,353007020,1162040651
4,Avengers: Age of Ultron,2015,1402805868,459005868,943800000
5,Minions,2015,1159398397,336045770,823352627
6,Spectre,2015,880674609,200074609,680600000
7,Inside Out,2015,857611174,356461711,501149463
8,Mission: Impossible - Rogue Nation,2015,682714267,195042377,487671890
9,The Hunger Games: Mockingjay - Part 2,2015,653428261,281723902,371704359
10,The Martian,2015,630161890,228433663,401728227
11,Fifty Shades of Grey,2015,569651467,166167230,403484237
12,Cinderella,2015,542351353,201151353,341200000
13,The Revenant,2015,532950503,183637894,349312609
14,Ant-Man,2015,519311965,180202163,339109802
15,Hotel Transylvania 2,2015,474800000,169700110,305099890
16,San Andreas,2015,473990832,155190832,318800000
17,Terminator Genisys,2015,440603537,89760956,350842581
18,Kingsman: The Secret Service,2015,414351546,128261724,286089822
19,Monster Hunt,2015,387053506,32766,387020740
