within_year_rank,title,release_year,worldwide_box_office,domestic_box_office,foreign_box_office
145,PCU,1994,4330020,4330020,
146,Jimmy Hollywood,1994,3783003,3783003,
147,Cabin Boy,1994,3662459,3662459,
148,Three Colors: Red,1994,3581969,3581969,
149,A Simple Twist of Fate,1994,3430583,3430583,
150,Gunmen,1994,3411885,3411885,
151,Blue Sky,1994,3359465,3359465,
152,Squanto: A Warrior's Tale,1994,3342223,3342223,
153,Romeo Is Bleeding,1994,3275585,3275585,
154,Mi vida loca,1994,3267313,3267313,
155,Silent Fall,1994,3180674,3180674,
156,Clerks,1994,3151130,3151130,
157,The Favor,1994,3134381,3134381,
158,Death and the Maiden,1994,3103716,3103716,
159,Princess Caraboo,1994,3062530,3062530,
160,Heavenly Creatures,1994,3049135,3049135,
161,China Moon,1994,3038499,3038499,
162,The Hudsucker Proxy,1994,2816518,2816518,
163,The Scout,1994,2694234,2694234,
164,Red Rock West,1994,2502551,2502551,
165,Backbeat,1994,2392589,2392589,
166,Double Dragon,1994,2341309,2341309,
167,To Live,1994,2332728,2332728,
168,A Good Man in Africa,1994,2308390,2308390,
169,Leprechaun 2,1994,2260622,2260622,
170,The Endless Summer 2,1994,2155385,2155385,
171,Mrs. Parker and the Vicious Circle,1994,2144667,2144667,
172,The Princess and the Goblin,1994,2105078,2105078,
173,Kika,1994,2019581,2019581,
174,Vertical Reality,1994,1951429,1951429,
175,Bitter Moon,1994,1862805,1862805,
176,I Like It Like That,1994,1760527,1760527,
177,Vanya on 42nd Street,1994,1746050,1746050,
178,Even Cowgirls Get the Blues,1994,1708873,1708873,
179,Death Wish: The Face of Death,1994,1702394,1702394,
180,The Scent of Green Papaya,1994,1700992,1700992,
181,Safe Passage,1994,1618282,1618282,
182,Chasers,1994,1596687,1596687,
183,Being Human,1994,1519366,1519366,
184,Spanking the Monkey,1994,1359736,1359736,
185,Radioland Murders,1994,1316865,1316865,
186,Queen Margot,1994,1292232,1292232,
187,"Car 54, Where Are You?",1994,1238080,1238080,
188,Three Colors: White,1994,1237219,1237219,
189,A Million to Juan,1994,1220842,1220842,
190,"Ciao, Professore!",1994,1113435,1113435,
191,Naked in New York,1994,1038959,1038959,
192,Cobb,1994,1007583,1007583,
193,A Man of No Importance,1994,920916,920916,
194,Mother's Boys,1994,737548,737548,
195,Drop Squad,1994,734693,734693,
196,Holy Matrimony,1994,713234,713234,
197,Savage Nights,1994,662341,662341,
198,Cronos,1994,621392,621392,
199,The Advocate,1994,602329,602329,
200,Where the Rivers Flow North,1994,595505,595505,
1,Toy Story,1995,244651588,191796233,52855355
2,Apollo 13,1995,223837411,172071312,51766099
3,Batman Forever,1995,184031112,184031112,
4,Pocahontas,1995,141579773,141579773,
5,Ace Ventura: When Nature Calls,1995,108385533,108385533,
6,GoldenEye,1995,106429941,106429941,
7,Jumanji,1995,100475249,100475249,
8,Casper,1995,100328194,100328194,
9,Se7en,1995,100125643,100125643,
10,Die Hard with a Vengeance,1995,100012499,100012499,
11,Crimson Tide,1995,91387195,91387195,
12,Waterworld,1995,88246220,88246220,
13,12 Monkeys,1995,87020996,57141459,29879537
14,Dangerous Minds,1995,84919401,84919401,
15,Mr. Holland's Opus,1995,82569971,82569971,
16,While You Were Sleeping,1995,81057016,81057016,
17,Congo,1995,81022101,81022101,
18,Father of the Bride Part II,1995,76594107,76594107,
19,Braveheart,1995,75609945,75609945,
20,Get Shorty,1995,72101622,72101622,
21,Grumpier Old Men,1995,71518503,71518503,
22,The Bridges of Madison County,1995,71516617,71516617,
23,Mortal Kombat,1995,70454098,70454098,
24,Nine Months,1995,69684532,69684532,
25,Casino,1995,68972551,42512375,26460176
26,Outbreak,1995,67659560,67659560,
27,Heat,1995,67436882,67436818,64
28,Waiting to Exhale,1995,67052156,67052156,
29,Bad Boys,1995,65807024,65807024,
30,Babe,1995,63658910,63658910,
31,The American President,1995,60079496,60079496,
32,Species,1995,60074103,60074103,
33,Clueless,1995,56631572,56631572,
34,Sabrina,1995,53696278,53672080,24198
35,Something to Talk About,1995,50865589,50865589,
36,The Net,1995,50727965,50727965,
37,Under Siege 2: Dark Territory,1995,50024083,50024083,
38,A Walk in the Clouds,1995,50008143,50008143,
39,The Brady Bunch Movie,1995,46576136,46576136,
40,Sense and Sensibility,1995,43182776,43182776,
41,Man of the House,1995,40070995,40070995,
42,Dead Man Walking,1995,39363635,39363635,
43,French Kiss,1995,38896854,38896854,
44,Higher Learning,1995,38290723,38290723,
45,Mighty Morphin Power Rangers,1995,38187431,38187431,
46,First Knight,1995,37600435,37600435,
47,Just Cause,1995,36853222,36853222,
48,"To Wong Foo, Thanks for Everything! Julie Newmar",1995,36474193,36474193,
49,The Indian in the Cupboard,1995,35656131,35656131,
50,Money Train,1995,35431113,35431113,
51,A Goofy Movie,1995,35348597,35348597,
52,Judge Dredd,1995,34693481,34693481,
53,Forget Paris,1995,33177694,33177694,
54,Tommy Boy,1995,32679899,32679899,
55,Copycat,1995,32051917,32051917,
56,Leaving Las Vegas,1995,32029928,32029928,
57,Rob Roy,1995,31596911,31596911,
58,Powder,1995,30862156,30862156,
59,Assassins,1995,30303072,30303072,
60,Free Willy 2: The Adventure Home,1995,30077111,30077111,
61,Major Payne,1995,29412050,29412050,
62,Friday,1995,27467564,27467564,
63,Now and Then,1995,27112329,27112329,
64,Houseguest,1995,26325256,26325256,
65,Billy Madison,1995,25588734,25588734,
66,Desperado,1995,25405445,25405445,
67,Operation Dumbo Drop,1995,24670346,24670346,
68,Dolores Claiborne,1995,24361867,24361867,
69,Dead Presidents,1995,24147179,24147179,
70,Virtuosity,1995,24047675,24047675,
71,Tom and Huck,1995,23920048,23920048,
72,How to Make an American Quilt,1995,23600020,23600020,
73,Boys on the Side,1995,23440188,23440188,
74,Circle of Friends,1995,23389975,23389975,
75,The Usual Suspects,1995,23341568,23341568,
76,Don Juan DeMarco,1995,22150451,22150451,
77,The Postman,1995,21848932,21848932,
78,To Die For,1995,21284514,21284514,
79,Tales from the Crypt: Demon Knight,1995,21089146,21089146,
80,Showgirls,1995,20350754,20350754,
81,Sudden Death,1995,20350171,20350171,
82,Vampire in Brooklyn,1995,19751736,19751736,
83,It Takes Two,1995,19474589,19474589,
84,Johnny Mnemonic,1995,19075720,19075720,
85,The Quick and the Dead,1995,18636537,18636537,
86,The Big Green,1995,17736619,17736619,
87,Heavyweights,1995,17689177,17689177,
88,Home for the Holidays,1995,17519169,17519169,
89,Murder in the First,1995,17381942,17381942,
90,Viaggi di nozze,1995,17142208,,17142208
91,Jury Duty,1995,17014653,17014653,
92,Devil in a Blue Dress,1995,16140822,16140822,
93,The Prophecy,1995,16115878,16115878,
94,Across the Sea of Time,1995,16015639,16015639,
95,Muriel's Wedding,1995,15482277,15119639,362638
96,Mad Love,1995,15453274,15453274,
97,Halloween: The Curse of Michael Myers,1995,15116634,15116634,
98,Wings of Courage,1995,15054636,15054636,
99,Kiss of Death,1995,14942422,14942422,
100,Candyman: Farewell to the Flesh,1995,13940383,13940383,
101,Nixon,1995,13681765,13681765,
102,A Kid in King Arthur's Court,1995,13406717,13406717,
103,Lord of Illusions,1995,13294422,13294422,
104,Clockers,1995,13071518,13071518,
105,Highlander: The Final Dimension,1995,12303080,12303080,
106,Hideaway,1995,12201255,12201255,
107,Roommates,1995,12096881,12096881,
108,Bye Bye Love,1995,12096673,12096673,
109,Tales from the Hood,1995,11837928,11837928,
110,Far from Home: The Adventures of Yellow Dog,1995,11642946,11642946,
111,Fair Game,1995,11534477,11534477,
112,Balto,1995,11348324,11348324,
113,My Family,1995,11079373,11079373,
114,The Englishman Who Went Up a Hill But Came Down a Mountain,1995,10904930,10904930,
115,Dracula: Dead and Loving It,1995,10772144,10772144,
116,The Brothers McMullen,1995,10426506,10426506,
117,The Scarlet Letter,1995,10382407,10382407,
118,Cutthroat Island,1995,10017322,10017322,
119,A Little Princess,1995,10015449,10015449,
120,Jade,1995,9851610,9851610,
121,The Baby-Sitters Club,1995,9685976,9685976,
122,Village of the Damned,1995,9418365,9418365,
123,In the Mouth of Madness,1995,8924549,8924549,
124,Smoke,1995,8367636,8367636,
125,Tall Tale,1995,8247627,8247627,
126,Nick of Time,1995,8175346,8175346,
127,Strange Days,1995,7959291,7959291,
128,Unstrung Heroes,1995,7929434,7929434,
129,Bushwhacked,1995,7919823,7919823,
130,Losing Isaiah,1995,7603766,7603766,
131,Hackers,1995,7563728,7563728,
132,The Jerky Boys,1995,7557877,7557877,
133,The Amazing Panda Adventure,1995,7506759,7506759,
134,Kids,1995,7412216,7412216,
135,Three Wishes,1995,7027517,7027517,
136,Last of the Dogmen,1995,7024389,7024389,
137,Never Talk to Strangers,1995,6858261,6858261,
138,Panther,1995,6834525,6834525,
139,The Hunted,1995,6609661,6609661,
140,Mighty Aphrodite,1995,6468498,6468498,
141,The Secret of Roan Inish,1995,6159269,6159269,
142,Gold Diggers: The Secret of Bear Mountain,1995,6029091,6029091,
143,The Walking Dead,1995,6014341,6014341,
144,The Tie That Binds,1995,5830454,5772529,57925
145,Beyond Rangoon,1995,5750110,5750110,
146,Before Sunrise,1995,5535405,5535405,
147,Screen Two: Persuasion,1995,5269757,5269757,
148,Miami Rhapsody,1995,5221281,5221281,
149,Top Dog,1995,5093707,5093707,
150,Angus,1995,4821759,4821759,
151,National Lampoon's Senior Trip,1995,4686937,4686937,
152,Four Rooms,1995,4257354,4257354,
153,Exotica,1995,4221036,4221036,
154,Priest,1995,4165845,4165845,
155,Tank Girl,1995,4064495,4064495,
156,Belle de Jour,1995,4037017,4037017,
157,Restoration,1995,4005941,4005941,
158,Fluke,1995,3987768,3987768,
159,The Pebble and the Penguin,1995,3983912,3983912,
160,Gordy,1995,3941146,3941146,
161,White Man's Burden,1995,3734870,3734870,
162,Born to Be Wild,1995,3730409,3730409,
163,Bad Company,1995,3674841,3674841,
164,New Jersey Drive,1995,3565508,3565508,
165,Jeffrey,1995,3487767,3487767,
166,The Glass Shield,1995,3291163,3291163,
167,Carrington,1995,3242342,3242342,
168,Steal Big Steal Little,1995,3150170,3150170,
169,Crumb,1995,3041083,3041083,
170,Unzipped,1995,2875086,2875086,
171,Othello,1995,2844379,2844379,
172,The Perez Family,1995,2832826,2832826,
173,Dr. Jekyll and Ms. Hyde,1995,2763020,2763020,
174,The Show,1995,2702578,2702578,
175,Richard III,1995,2684904,2684904,
176,Magic in the Water,1995,2680717,2680717,
177,The Cure,1995,2568425,2568425,
178,Moonlight and Valentino,1995,2484226,2484226,
179,Jefferson in Paris,1995,2473668,2473668,
180,The Basketball Diaries,1995,2381087,2381087,
181,Burnt by the Sun,1995,2302338,2302338,
182,The Incredibly True Adventure of Two Girls in Love,1995,2210408,2210408,
183,Wild Bill,1995,2193982,2193982,
184,Mallrats,1995,2122561,2122561,
185,A Month by the Lake,1995,2101087,2101087,
186,Shanghai Triad,1995,2086101,2086101,
187,Strawberry & Chocolate,1995,2084187,2080805,3382
188,Shallow Grave,1995,2079569,2079569,
189,Endless Winter,1995,1966454,1966454,
190,The City of Lost Children,1995,1781465,1738611,42854
191,The Mangler,1995,1781383,1781383,
192,Once Were Warriors,1995,1608570,1608570,
193,Farinelli,1995,1573411,1573411,
194,The Horseman on the Roof,1995,1320043,1320043,
195,Blue in the Face,1995,1268636,1268636,
196,Picture Bride,1995,1238905,1238905,
197,Destiny Turns on the Radio,1995,1176982,1176982,
198,La seconda volta,1995,1151013,,1151013
199,Mute Witness,1995,1125910,1125910,
200,Living in Oblivion,1995,1111790,1111790,
1,Independence Day,1996,306169268,306169268,
2,Twister,1996,241721524,241721524,
3,Mission: Impossible,1996,180981856,180981856,
4,Jerry Maguire,1996,153952592,153952592,
5,Ransom,1996,136492681,136492681,
6,101 Dalmatians,1996,136189294,136189294,
7,The Rock,1996,134069511,134069511,
8,The Nutty Professor,1996,128814019,128814019,
9,The Birdcage,1996,124060553,124060553,
10,A Time to Kill,1996,108766007,108766007,
11,The First Wives Club,1996,105489203,105489203,
12,Phenomenon,1996,104636382,104636382,
13,Scream,1996,103046663,103046663,
14,Eraser,1996,101295562,101295562,
15,The Hunchback of Notre Dame,1996,100138851,100138851,
